	Biomarker	Condition Types Full	Condition Categories	Condition Name	Clinical Status	Biomarker Type	Chinese Name
1010	Spermidine	Chronic Lymphocytic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	亚精胺
1011	Spermidine	Acute Myeloid Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	亚精胺
1012	Spermidine	Chronic Myeloid Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	亚精胺
1013	Spermidine	Somatic T Cell Acute Lymphoblastic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	亚精胺
1014	Spermidine	Acute Lymphoblastic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	亚精胺
1015	Spermidine	Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	亚精胺
1016	Spermine	Somatic T Cell Acute Lymphoblastic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	精胺
1017	Spermine	Chronic Eosinophilic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	精胺
1018	Spermine	Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	精胺
1019	Spermine	Acute Myeloid Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	精胺
1020	Spermine	Acute Lymphoblastic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	精胺
1021	Spermine	Chronic Myeloid Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	精胺
1022	Spermine	Chronic Lymphocytic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	精胺
1023	Stearic acid	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	硬脂酸
1024	Stearoylcarnitine	Celiac Disease	Immune System Disorder,Lower Gastrointestinal Disorder,Digestive System Disorder	Celiac Disease	Investigational	Chemical Biomarkers	硬脂酰肉碱
1025	Suberic acid	Carnitine Acylcarnitine Translocase Deficiency	Germ-Line Disorder,Cardiovascular System Disorder,Metabolic Disorder	Carnitine Acylcarnitine Translocase Deficiency	Clinical	Chemical Biomarkers	琥珀酸
1026	Substance P	Narcolepsy	Nervous System Disorder,Mental or Behavioural Disorder	Narcolepsy	Investigational	Chemical Biomarkers	P物质
1027	Substance P	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	P物质
1028	Succinic acid	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Clinical	Chemical Biomarkers	琥珀酸
1029	Succinic acid	Preeclampsia/Eclampsia	Female Reproductive System Disorder,Cardiovascular System Disorder	Preeclampsia/Eclampsia	Clinical	Chemical Biomarkers	琥珀酸
1030	Succinic acid	Lung Cancer	Cancer,Germ-Line Disorder,Respiratory System Disorder	Lung Cancer	Clinical	Chemical Biomarkers	琥珀酸
1031	Succinyladenosine	Adenylosuccinate Lyase Deficiency	Germ-Line Disorder,Nervous System Disorder,Metabolic Disorder	Adenylosuccinate Lyase Deficiency	Clinical	Chemical Biomarkers	琥珀酰腺苷
1032	Sulfolithocholylglycine	Cirrhosis	Others,Digestive System Disorder	Cirrhosis	Investigational	Chemical Biomarkers	磺胆胆酰甘氨酸
1033	Symmetric dimethylarginine	Autosomal Dominant Polycystic Kidney Disease	Germ-Line Disorder,Urinary System Disorder	Autosomal Dominant Polycystic Kidney Disease	Clinical	Chemical Biomarkers	对称二甲基精氨酸
1034	Symmetric dimethylarginine	Uremia	Others,Urinary System Disorder	Uremia	Clinical	Chemical Biomarkers	对称二甲基精氨酸
1035	Tartaric acid	Lung Cancer	Cancer,Germ-Line Disorder,Respiratory System Disorder	Lung Cancer	Investigational	Chemical Biomarkers	二羟基丁二酸
1036	Tau protein	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Protein Biomarkers	Tau蛋白
1037	Taurine	Autosomal Dominant Polycystic Kidney Disease	Germ-Line Disorder,Urinary System Disorder	Autosomal Dominant Polycystic Kidney Disease	Clinical	Chemical Biomarkers	牛磺酸
1038	Taurocyamine	Uremia	Others,Urinary System Disorder	Uremia	Investigational	Chemical Biomarkers	牛磺氰胺
1039	Testosterone	21 Hydroxylase Deficiency	Nervous System Disorder,Endocrine System Disorder	21 Hydroxylase Deficiency	Clinical	Chemical Biomarkers	睾丸素
1040	Testosterone	Aromatase Deficiency	Germ-Line Disorder,Male Reproductive System Disorder,Female Reproductive System Disorder,Endocrine System Disorder,Urinary System Disorder	Aromatase Deficiency	Clinical	Chemical Biomarkers	睾丸素
1041	Testosterone	11 Beta Hydroxylase Deficiency	Germ-Line Disorder,Female Reproductive System Disorder,Endocrine System Disorder	11 Beta Hydroxylase Deficiency	Clinical	Chemical Biomarkers	睾丸素
1042	Testosterone	X-Linked Ichthyosis	Germ-Line Disorder,Skin Disorder,Metabolic Disorder	X-Linked Ichthyosis	Clinical	Chemical Biomarkers	睾丸素
1043	Tetradecanol	Celiac Disease	Immune System Disorder,Lower Gastrointestinal Disorder,Digestive System Disorder	Celiac Disease	Investigational	Chemical Biomarkers	
1044	Tetrahydrobiopterin	Myocardial Infarction	Others,Cardiovascular System Disorder	Myocardial Infarction	Investigational	Chemical Biomarkers	四氢生物蝶呤
1045	Tetrahydrodeoxycortisol	11 Beta Hydroxylase Deficiency	Germ-Line Disorder,Female Reproductive System Disorder,Endocrine System Disorder	11 Beta Hydroxylase Deficiency	Clinical	Chemical Biomarkers	四氢脱氧皮质醇
1046	Theobromine	Asthma	Immune System Disorder,Germ-Line Disorder,Respiratory System Disorder	Asthma	Investigational	Chemical Biomarkers	可可碱
1047	Theophylline	Asthma	Immune System Disorder,Germ-Line Disorder,Respiratory System Disorder	Asthma	Investigational	Chemical Biomarkers	茶碱
1048	Thiamine	Hemodialysis	Others	Hemodialysis	Clinical	Chemical Biomarkers	硫胺素
1049	Thiocyanate	Uremia	Others,Urinary System Disorder	Uremia	Clinical	Chemical Biomarkers	硫氰酸盐
1050	Thiophene	Celiac Disease	Immune System Disorder,Lower Gastrointestinal Disorder,Digestive System Disorder	Celiac Disease	Investigational	Chemical Biomarkers	
1051	Threonic acid	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	苏氨酸
1052	Thymidine	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	胸苷
1053	Thymine	Beta Ureidopropionase Deficiency	Germ-Line Disorder,Nervous System Disorder,Metabolic Disorder	Beta Ureidopropionase Deficiency	Clinical	Chemical Biomarkers	胸腺嘧啶
1054	Thyroid stimulating hormone	Hyperthyroidism	Immune System Disorder,Endocrine System Disorder	Hyperthyroidism	Investigational	Protein Biomarkers	促甲状腺素
1055	Thyroxine	Pendred Syndrome	Germ-Line Disorder,Otorhinolaryngologic Disorder,Nervous System Disorder,Endocrine System Disorder	Pendred Syndrome	Investigational	Chemical Biomarkers	甲状腺素
1056	Thyroxine	Combined Pituitary Hormone Deficiency	Germ-Line Disorder,Nervous System Disorder,Endocrine System Disorder	Combined Pituitary Hormone Deficiency	Clinical	Chemical Biomarkers	甲状腺素
1057	Thyroxine sulfate	Hyperthyroidism	Immune System Disorder,Endocrine System Disorder	Hyperthyroidism	Investigational	Chemical Biomarkers	硫酸甲状腺素
1058	Transferrin receptor	Iron Deficiency	Hematological or Lymphatic System Disorder	Iron Deficiency	Investigational	Protein Biomarkers	
1059	Transglutaminase  IgA antibody	Celiac Disease	Immune System Disorder,Lower Gastrointestinal Disorder,Digestive System Disorder	Celiac Disease	Investigational	Protein Biomarkers	转谷氨酰胺酶IgA抗体
1060	Transthyretin	Chronic Kidney Disease	Urinary System Disorder	Chronic Kidney Disease	Investigational	Protein Biomarkers	转甲状腺素蛋白
1061	Trihexosylceramide	Abetalipoproteinemia	Visual System Disorder,Germ-Line Disorder,Hematological or Lymphatic System Disorder,Nervous System Disorder,Metabolic Disorder,Endocrine System Disorder,Digestive System Disorder	Abetalipoproteinemia	Investigational	Chemical Biomarkers	
1062	Trihydroxycoprostanoic acid	Zellweger Syndrome	Visual System Disorder,Germ-Line Disorder,Metabolic Disorder,Digestive System Disorder,Urinary System Disorder	Zellweger Syndrome	Investigational	Chemical Biomarkers	三羟基前列腺酸
1063	Trimethylamine	Uremia	Others,Urinary System Disorder	Uremia	Investigational	Chemical Biomarkers	三甲胺
1064	Trimethylamine N-oxide	Uremia	Others,Urinary System Disorder	Uremia	Clinical	Chemical Biomarkers	N-氧化三甲胺
1065	Tryptase	Anaphylaxis	Immune System Disorder	Anaphylaxis	Investigational	Protein Biomarkers	类胰蛋白酶
1066	Tryptase	Mastocytosis	Skin Disorder	Mastocytosis	Investigational	Protein Biomarkers	类胰蛋白酶
1067	Tungsten	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	钨
1068	Tungsten	Multiple Sclerosis	Immune System Disorder,Germ-Line Disorder,Nervous System Disorder	Multiple Sclerosis	Investigational	Chemical Biomarkers	钨
1069	Tyramine	Brunner Syndrome	Germ-Line Disorder,Nervous System Disorder	Brunner Syndrome	Investigational	Chemical Biomarkers	酪胺
1070	Ubiquinol 8	Beta Thalassemia	Germ-Line Disorder,Hematological or Lymphatic System Disorder	Beta Thalassemia	Investigational	Chemical Biomarkers	泛醇8
1071	Ubiquinone Q1	Multiple Sclerosis	Immune System Disorder,Germ-Line Disorder,Nervous System Disorder	Multiple Sclerosis	Investigational	Chemical Biomarkers	泛醌Q1
1072	Uracil	Argininemia	Germ-Line Disorder,Nervous System Disorder,Metabolic Disorder,Endocrine System Disorder	Argininemia	Clinical	Chemical Biomarkers	尿嘧啶
1073	Urea	Uremia	Others,Urinary System Disorder	Uremia	Clinical	Chemical Biomarkers	尿素
1074	Urea	Type 4B Bartter Syndrome	Germ-Line Disorder,Otorhinolaryngologic Disorder,Metabolic Disorder,Urinary System Disorder	Type 4B Bartter Syndrome	Clinical	Chemical Biomarkers	尿素
1075	Ureidoisobutyric acid	Beta Ureidopropionase Deficiency	Germ-Line Disorder,Nervous System Disorder,Metabolic Disorder	Beta Ureidopropionase Deficiency	Clinical	Chemical Biomarkers	脲基异丁酸
1076	Uric acid	Lesch Nyhan Syndrome	Germ-Line Disorder,Nervous System Disorder,Mental or Behavioural Disorder	Lesch Nyhan Syndrome	Clinical	Chemical Biomarkers	尿酸
1077	Uric acid	Fanconi Syndrome	Urinary System Disorder	Fanconi Syndrome	Clinical	Chemical Biomarkers	尿酸
1078	Uric acid	Cachexia	Cancer	Cachexia	Clinical	Chemical Biomarkers	尿酸
1079	Uric acid	Uremia	Others,Urinary System Disorder	Uremia	Clinical	Chemical Biomarkers	尿酸
1080	Uridine	Lesch Nyhan Syndrome	Germ-Line Disorder,Nervous System Disorder,Mental or Behavioural Disorder	Lesch Nyhan Syndrome	Investigational	Chemical Biomarkers	
1081	Uridine 5'-monophosphate	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	尿苷5 '-一磷酸
1082	Urokinase-type plasminogen activator	Invasive Ductal Breast Cancer	Cancer,Germ-Line Disorder,Skin Disorder	Breast Cancer	Investigational	Protein Biomarkers	
1083	Urokinase-type plasminogen activator	Breast Cancer	Cancer,Germ-Line Disorder,Skin Disorder	Breast Cancer	Investigational	Protein Biomarkers	
1084	Uroporphyrin I	Porphyria	Germ-Line Disorder,Skin Disorder,Metabolic Disorder,Digestive System Disorder	Porphyria	Investigational	Chemical Biomarkers	尿卟啉I
1085	Ursodeoxycholic acid	Cirrhosis	Others,Digestive System Disorder	Cirrhosis	Investigational	Chemical Biomarkers	熊脱氧胆酸
1086	Ursodeoxycholic acid	Cystic Fibrosis	Germ-Line Disorder,Male Reproductive System Disorder,Digestive System Disorder,Respiratory System Disorder	Cystic Fibrosis	Investigational	Chemical Biomarkers	熊脱氧胆酸
1087	Valeric acid	Celiac Disease	Immune System Disorder,Lower Gastrointestinal Disorder,Digestive System Disorder	Celiac Disease	Investigational	Chemical Biomarkers	戊酸
1088	Valeric acid	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	戊酸
1089	Vanadium	Multiple Sclerosis	Immune System Disorder,Germ-Line Disorder,Nervous System Disorder	Multiple Sclerosis	Clinical	Chemical Biomarkers	
1090	Vanillic acid	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	香草酸
1091	Vanillylmandelic acid	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Clinical	Chemical Biomarkers	香草扁桃酸
1092	Vanillylmandelic acid	Brunner Syndrome	Germ-Line Disorder,Nervous System Disorder	Brunner Syndrome	Clinical	Chemical Biomarkers	香草扁桃酸
1093	Vanillylmandelic acid	Aromatic L Amino Acid Decarboxylase Deficiency	Germ-Line Disorder,Metabolic Disorder	Aromatic L Amino Acid Decarboxylase Deficiency	Clinical	Chemical Biomarkers	香草扁桃酸
1094	Vanylglycol	Aromatic L Amino Acid Decarboxylase Deficiency	Germ-Line Disorder,Metabolic Disorder	Aromatic L Amino Acid Decarboxylase Deficiency	Clinical	Chemical Biomarkers	乙烯基乙二醇
1095	Vascular Endothelial Growth Factor	Breast Cancer	Cancer,Germ-Line Disorder,Skin Disorder	Breast Cancer	Investigational	Protein Biomarkers	血管内皮生长因子
1096	Vascular Endothelial Growth Factor	Invasive Ductal Breast Cancer	Cancer,Germ-Line Disorder,Skin Disorder	Breast Cancer	Investigational	Protein Biomarkers	血管内皮生长因子
1097	Vasopressin-neurophysin 2-copeptin	Autosomal Dominant Neurohypophyseal Diabetes Insipidus	Germ-Line Disorder,Nervous System Disorder,Metabolic Disorder	Autosomal Dominant Neurohypophyseal Diabetes Insipidus	Investigational	Protein Biomarkers	血管加压素-神经垂体素2-肽素
1098	Vitamin A	Hemodialysis	Others	Hemodialysis	Investigational	Chemical Biomarkers	维生素 A
1099	Vitamin A	Endometrial Cancer	Cancer,Female Reproductive System Disorder	Endometrial Cancer	Investigational	Chemical Biomarkers	维生素 A
1100	Xanthine	Degenerative Disc Disease	Others,Nervous System Disorder,Mental or Behavioural Disorder	Degenerative Disc Disease	Clinical	Chemical Biomarkers	黄嘌呤
1101	Xanthine	Uremia	Others,Urinary System Disorder	Uremia	Clinical	Chemical Biomarkers	黄嘌呤
1102	Xanthurenic acid	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	黄嘌呤酸
1103	Xanthurenic acid	Hemodialysis	Others	Hemodialysis	Investigational	Chemical Biomarkers	黄嘌呤酸
1104	Zinc	Multiple Sclerosis	Immune System Disorder,Germ-Line Disorder,Nervous System Disorder	Multiple Sclerosis	Clinical	Chemical Biomarkers	
1105	Zinc	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Clinical	Chemical Biomarkers	
1106	Zinc	Hemodialysis	Others	Hemodialysis	Clinical	Chemical Biomarkers	
1107	beta-Pinene	Celiac Disease	Immune System Disorder,Lower Gastrointestinal Disorder,Digestive System Disorder	Celiac Disease	Investigational	Chemical Biomarkers	
1108	cis-Aconitic acid	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	顺式-乌头酸
1109	m-Tyramine	Hypertension	Cardiovascular System Disorder	Hypertension	Investigational	Chemical Biomarkers	间酪胺
1110	p-Cresol	Celiac Disease	Immune System Disorder,Lower Gastrointestinal Disorder,Digestive System Disorder	Celiac Disease	Investigational	Chemical Biomarkers	对甲酚
1111	p-Cresol	Crohn's Disease	Immune System Disorder,Digestive System Disorder	Crohn's Disease	Investigational	Chemical Biomarkers	对甲酚
1112	p-Cresol	Irritable Bowel Syndrome	Lower Gastrointestinal Disorder	Irritable Bowel Syndrome	Investigational	Chemical Biomarkers	对甲酚
1113	p-Cresol	Uremia	Others,Urinary System Disorder	Uremia	Investigational	Chemical Biomarkers	对甲酚
1114	p-Hydroxyphenylacetic acid	Lung Cancer	Cancer,Germ-Line Disorder,Respiratory System Disorder	Lung Cancer	Investigational	Chemical Biomarkers	对羟基苯乙酸
1115	p-Hydroxyphenylacetic acid	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	对羟基苯乙酸
1116	p-Hydroxyphenylacetic acid	Schizophrenia	Germ-Line Disorder,Mental or Behavioural Disorder	Schizophrenia	Investigational	Chemical Biomarkers	对羟基苯乙酸
1117	p-Octopamine	Hypertension	Cardiovascular System Disorder	Hypertension	Investigational	Chemical Biomarkers	对八达胺
1118	p-Synephrine	Hypertension	Cardiovascular System Disorder	Hypertension	Investigational	Chemical Biomarkers	对-Synephrine
1119	trans-Aconitic acid	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	反乌头酸
1120	trans-Aconitic acid	Amish Type Microcephaly	Germ-Line Disorder,Musculoskeletal System Disorder,Nervous System Disorder	Amish Type Microcephaly	Investigational	Chemical Biomarkers	反乌头酸
1121	trans-Aconitic acid	Lung Cancer	Cancer,Germ-Line Disorder,Respiratory System Disorder	Lung Cancer	Investigational	Chemical Biomarkers	反乌头酸
1122	trans-Ferulic acid	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	
1123	trans-trans-Muconic acid	Benzene Exposure	Exposure,Others	Benzene Exposure	Investigational	Chemical Biomarkers	反式-穆康酸
